title,date,apply,location,company,hire_time,graduate_time,company_industry,company_size,salary,qualifications
Software Engineer – General (new grad / early career),04-04-2025,https://jobright.ai/jobs/info/67eefe2d0f19392fa3d8861c?utm_source=1099&utm_campaign=Software Engineer,"Los Angeles, CA",Northwood,,,Satellite Communication,Nov-50,,"1. 1+ years of professional software development experience (this doesn’t have to be from a full-time role—there are many ways to gain valuable experience, and we’d love to hear about yours - tell us about internships, projects out of the classroom, or any personal projects)
2. Completed bachelor’s degree in Computer Science, Computer Engineering, Math or other related major (soft-requirement, tell us why you didn't pursue a degree, and what you've done in its place)
3. A U.S. citizen or lawful permanent resident of the U.S.
..."
Ruby on Rails Software Engineer Intern,04-04-2025,https://jobright.ai/jobs/info/67d352974ca8a344b43fb8f1?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Chicago, IL
Chicago",G2,2024-June,,"B2B,Business Intelligence",501-1000,$24-$24 /hr,"1. A rising Junior or Senior at an accredited college or university
2. Experience with Ruby on Rails is required
3. Attention to detail and concern for accuracy
..."
Test Engineer Intern,04-04-2025,https://jobright.ai/jobs/info/67d2f3ab68de62df18965110?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Huntsville, AL
Adtran Huntsville HQ",Adtran,,,"Software,Video",1001-5000,,"1. Students who strive for academic excellence
2. Exhibit a true passion for their work and interests
3. Can work well within a collaborative team
..."
Backend Software Engineer Intern (PDI-CSP-FE-i18n) - 2025 Project Intern (BS/MS),04-04-2025,https://jobright.ai/jobs/info/67d2e8ec96cd410ae1de990f?utm_source=1099&utm_campaign=Software Engineer,"Seattle, WA",ByteDance,2025-January,,"Content,Data Mining",10000+,$42.75-$42.75 /hr,"1. Currently pursuing an undergraduate or a graduate degree
2. Able to commit to working more than 3 months
3. Must obtain work authorization in country of employment at the time of hire, and maintain ongoing work authorization during employment
..."
Senior Software Engineer - Database Engine Internals,04-04-2025,https://jobright.ai/jobs/info/6693c2420a9f4673e31665b4?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
San Francisco, CA
Mountain View, CA",Databricks,,,"Analytics,Artificial Intelligence (AI)",5001-10000,$166000-$225000 /yr,"1. A passion for database systems, storage systems, distributed systems, language design, or performance optimization
2. Experience working towards a multi-year vision with incremental deliverables
3. Motivated by delivering customer value and impact"
Software Engineer Intern (Summer 2025),04-04-2025,https://jobright.ai/jobs/info/67ee0e8efb35b3b96ba75ef6?utm_source=1099&utm_campaign=Software Engineer,"Austin, TX",Cloudflare,2025-Summer,,"Analytics,Enterprise Software",1001-5000,,"1. Currently pursuing a degree or program in Computer Science, Engineering, Mathematics, Statistics or relevant field to the role.
2. Demonstrated critical thinking skills and drive to learn and adapt new technologies.
3. Curiosity, empathy and ability to get things done.
..."
Information Technology - Software Engineers - 2025 Summer Internships,04-04-2025,https://jobright.ai/jobs/info/66e4b99ed1269668e66e89eb?utm_source=1099&utm_campaign=Software Engineer,"Cranberry Township, PA",Westinghouse Electric Company,2025-Summer,2025,"Electrical Distribution,Energy",10000+,,"1. Pursuing or completed a Bachelor's degree Information Systems/Technology, Computer / Software Engineering Required.
2. Completion of Sophomore year of college
3. Must be able to work a minimum 10 plus weeks
..."
Software Engineer Intern (Business Integrity) - 2025 Summer (BS/MS),04-04-2025,https://jobright.ai/jobs/info/67efc901469b0519d5d1fd0b?utm_source=1099&utm_campaign=Software Engineer,"San Jose, CA",TikTok,2025-May,,"Content Creators,Content Discovery",10000+,$45-$60 /hr,"1. Currently pursuing an Bachelor's or Master's degree in Computer Science or related fields or equivalent practical experience
2. Excellent programming, debugging, and optimization skills in general purpose programming languages
3. Ability to think critically and to formulate solutions to problems in a clear and concise way.
..."
Intern - End-User Services,04-04-2025,https://jobright.ai/jobs/info/67d331b735f7034a91138254?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Dallas, TX
1900 North Akard Street, Dallas, TX, 75201, US",Hunt Oil Company,Summer,,Oil and Gas,1001-5000,,"1. Skills in Microsoft Office Suites, with good knowledge of Excel, PowerPoint, and Visio
2. Project management skills
3. Some knowledge of IT concepts is helpful, but not essential (This role is less focused on 'developer' and more on 'the business of IT ')
..."
Applications Development Student,03-04-2025,https://jobright.ai/jobs/info/67ef8792992741ac931c56f2?utm_source=1099&utm_campaign=Software Engineer,"Knoxville, TN",Knoxville Utilities Board,Summer,,"Electrical Distribution,Energy",1001-5000,,"1. Must be and maintain full-time student status of an accredited college or university pursuing an Associates, Bachelors, or a graduate-level degree
2. Must have and maintain a cumulative grade point average (GPA) of 2.5 or higher
3. Must be available to work a minimum of 15 hours per week, Monday through Friday, between 7:00AM - 5:00PM
..."
POS Intern,03-04-2025,https://jobright.ai/jobs/info/6797f67b565a28f5b2cb2a08?utm_source=1099&utm_campaign=Software Engineer,"Marlborough, MA",BJ's Wholesale Club,2025-Summer,,"E-Commerce,Retail",10000+,$20-$20 /hr,"1. Able to work hybrid schedule in Marlborough, MA. Onsite Tuesday, Wednesday, Thursday.
2. Actively enrolled in an undergraduate program, masters program, etc.
3. Can-do attitude with a willingness to roll-up your sleeves and learn.
..."
Neo4J developer,03-04-2025,https://jobright.ai/jobs/info/67f0ea933020ba740fe24a13?utm_source=1099&utm_campaign=Software Engineer,"Sunnyvale, CA",Sense & Respond Software LLC,,,"DevOps,Information Technology",51-100,,"1. Neo4J developer
2. C2C
3. Sunnyvale California
..."
"Summer Intern, Software Development",03-04-2025,https://jobright.ai/jobs/info/67ef7191c167aad0e8186e0a?utm_source=1099&utm_campaign=Software Engineer,"Spring House, PA",Johnson & Johnson,Summer,,"Health Care,Medical Device",10000+,,"1. Currently pursuing a Master’s degree in Computer Science, Data Science, Computational Biology, Bioinformatics, or a related quantitative discipline.
2. Strong working knowledge of current state-of-the-art machine learning techniques, and their usage in Biomedical Research.
3. Proficiency in one or more of the following programming languages: Python, C/C++.
..."
Test Engineering Internship,03-04-2025,https://jobright.ai/jobs/info/67ef6401fb9ff643036d7d1f?utm_source=1099&utm_campaign=Software Engineer,"De Leon Springs, FL",Sparton,,,Hardware,501-1000,,"1. Active pursuit of a Bachelor or Graduate degree at an Accredited Institution and be able to provide documentation to confirm your degree progress.
2. U.S. Citizenship is required.
3. Current class standing of sophomore or above (30 credits).
..."
Machine Learning Compiler Research Intern - Summer 2025,03-04-2025,https://jobright.ai/jobs/info/67ef6df5da2ae1850fad0167?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Santa Clara, CA
Redmond, WA
US, WA, Redmond
US, CA, Santa Clara",NVIDIA,2025-Summer,,"Artificial Intelligence (AI),GPU",10000+,$18-$71 /hr,"1. Pursuing Master's or PhD degree in CS or related field.
2. Excellent C/C++ programming and software design skills, including debugging, performance analysis, and test design.
3. Knowledge of CPU and/or GPU architecture.
..."
Quantum Computing Software Intern - Summer 2025,03-04-2025,https://jobright.ai/jobs/info/67ef6401fb9ff643036d7d35?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Santa Clara, CA
US, CA, Santa Clara",NVIDIA,2025-Summer,,"Artificial Intelligence (AI),GPU",10000+,$18-$71 /hr,"1. Pursuing a M.S. or Ph.D. degree in Computer Science, Applied Math, Physics, or other related science or engineering field
2. Experience with quantum algorithms, programming systems, or hybrid classical/quantum computations
3. Strong software development skills with C++ and Python
..."
2025 Intern - Software Engineer,03-04-2025,https://jobright.ai/jobs/info/67ef6df5da2ae1850fad01cd?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Chattanooga, TN
Chattanooga, TN, USA",Transcard,2025,,"B2B,B2C",101-250,,"1. Basic understanding and exposure to the following: Microsoft .NET, C#, SQL, Microservices, API’s, data pipelining.
2. Basic understanding and technical knowledge of Software Engineering.
3. Applicants may be requested to provide a sample of written code in a similar programming language.
..."
Software Engineer Intern,03-04-2025,https://jobright.ai/jobs/info/67ef63875db068f1fb7fb8eb?utm_source=1099&utm_campaign=Software Engineer,"Hercules, CA",Bio-Rad Laboratories,,,"Biotechnology,Health Care",5001-10000,$25-$25 /hr,"1. Current sophomore or junior in college majoring in Computer Science or a related field.
2. 3.0 minimum GPA.
3. Experience with web technologies like TypeScript, React, CSS, NodeJS, Python.
..."
Full Stack Engineering Intern,03-04-2025,https://jobright.ai/jobs/info/67f851c91edbfb9b1896c169?utm_source=1099&utm_campaign=Software Engineer,United States,Prometric,2024-June,,"Consulting,Education",1001-5000,$18-$18 /hr,"1. Currently pursuing or recently completed a degree in Computer Science, Software Engineering, or a related field.
2. Basic understanding of front-end technologies (HTML, CSS, JavaScript) and frameworks (e.g., React, Angular, or Vue.js).
3. Familiarity with back-end programming languages and frameworks such as Node.js, Django, Flask, or Spring Boot.
..."
SkillBridge Software Developer,03-04-2025,https://jobright.ai/jobs/info/67f07b5ec2d841b76fca2744?utm_source=1099&utm_campaign=Software Engineer,"Multi Location
Aurora, CO
Fairfax, VA",NASK Incorporated,,,"Analytics,Developer Platform",51-100,,"1. MUST be transitioning US Military personnel with your COMMAND'S approval for this program
2. In lieu of a degree, relevant work experience
3. Ability to quickly learn new software and technical subjects
..."
Software Engineer Co-op,03-04-2025,https://jobright.ai/jobs/info/67ef3ac38459ff38f478b178?utm_source=1099&utm_campaign=Software Engineer,"Monroeville, PA",Compunetix,2025-Summer,,"Mobile Apps,Robotics",251-500,,"1. Candidates MUST be a US Citizen.
2. Applicants must be clearable for a US security clearance.
3. Pursuing a bachelor’s degree in Computer Science or Computer Engineering.
..."
Software Developer Intern,03-04-2025,https://jobright.ai/jobs/info/67ef5b0a615aaa2dfdf7efa9?utm_source=1099&utm_campaign=Software Engineer,"Walled Lake, MI",Savance,June,,"Computer,Management Consulting",Nov-50,,"1. Computer Skills: Include networking configuration and troubleshooting, knowledge of current Microsoft Windows operating systems, Windows Active Directory and Windows application development.
2. .Net WinForms apps designed for desktop PCs
3. ASP.NET/React web apps
..."
Cloud Platform Engineering Intern,03-04-2025,https://jobright.ai/jobs/info/67da020f2f2f75f813a35179?utm_source=1099&utm_campaign=Software Engineer,"Paramus, NJ",Veolia North America,2025-June,2025,Water,01-Oct,$20-$25 /hr,"1. Working towards a four year degree and you have Senior status in Computer Science, or a related major.
2. 3.2 Cumulative G.P.A required.
3. Strong communication skills, including written, verbal, listening, presentation and facilitation skills.
..."
Quality Assurance / Testing Intern,03-04-2025,https://jobright.ai/jobs/info/67f835e05535f89dbc9be86f?utm_source=1099&utm_campaign=Software Engineer,"Flexible Office | Durham, NC, USA",Genesys,,,"Artificial Intelligence (AI),Cloud Computing",5001-10000,$17.66-$51.59 /hr,"1. Actively pursuing a Bachelor’s in Computer Science or related technical discipline
2. Interest in learning new technologies to integrate with current application stacks
3. Familiarity with Java, Cucumber, Jenkins, Selenium and Playwright
..."
AppDev - VueJS Intern,03-04-2025,https://jobright.ai/jobs/info/67ef22c9b0895e7635e79068?utm_source=1099&utm_campaign=Software Engineer,"Duluth, GA",Primerica,,,"Consulting,Financial Services",1001-5000,,"1. Pursuing Bachelor's/equivalent
2. Upgrade from VueJs 2 web mobile application to VueJs 3 applications
3. Responsible to develop VueJs 3 code with TypeScript.
..."
Front-End Web Development Internship,03-04-2025,https://jobright.ai/jobs/info/67ef1bda67c5bb19c72d977e?utm_source=1099&utm_campaign=Software Engineer,"Spokane, WA",Two Barrels LLC,2024-June,,Software,251-500,$25-$25 /hr,"1. Are at least a sophomore in college and majoring in Computer Science, Computer Engineering, or a related field.
2. A minimum GPA of 3.2.
3. Will be available for all 8 weeks of the internship duration.
..."
